pid,week,module,activity,date,rct
5baa81380d7ad600017a85de,3,,weekly_survey,2022-11-24 12:20:59,1
615f352d323edd8ef58fedbd,3,,weekly_survey,2022-11-23 21:13:12,1
5c158ec0c6b01c0001bcfa72,3,,weekly_survey,2022-11-22 20:30:56,1
5fc0ddfbcfc57d00094c4b3d,3,,weekly_survey,2022-11-22 16:42:20,1
63468948a737d638cacf18bb,3,,weekly_survey,2022-11-22 14:49:12,1
5f493fea06249046a8db8569,3,,weekly_survey,2022-11-22 13:12:28,1
6173a7aa2d3f11e56d9f96f2,3,,weekly_survey,2022-11-22 11:01:47,1
61673b692a55fba0f6b8abf1,3,,weekly_survey,2022-11-22 08:48:21,1
5b7f17a7338a93000155a36d,3,,weekly_survey,2022-11-21 21:16:08,1
60da18693053b2c1d420085f,3,,weekly_survey,2022-11-21 21:04:01,1
62796c419a79d1923fd947e2,3,,weekly_survey,2022-11-21 20:25:38,1
611cecb5dbc0658aad64bf2d,3,,weekly_survey,2022-11-21 20:15:33,1
603ce90d158dc4ae761a15fa,3,,weekly_survey,2022-11-21 19:59:22,1
5e1cf0eb65b6d3071f489de9,3,,weekly_survey,2022-11-21 19:35:09,1
60dfa262b225a8e45b6d4421,3,,weekly_survey,2022-11-21 18:50:28,1
58ebfc286d5fe6000166b9ff,3,,weekly_survey,2022-11-21 18:44:14,1
5cc36fcedc68980014f27704,3,,weekly_survey,2022-11-21 18:43:53,1
5fe3740d2738affd7cad1bc0,3,,weekly_survey,2022-11-21 17:30:10,1
57fbd79de7e73400019ca256,3,,weekly_survey,2022-11-21 17:14:01,1
5f81cf89624ff22aadd9c9a7,3,,weekly_survey,2022-11-21 16:49:51,1
5f3e788210bda10837e37fca,3,,weekly_survey,2022-11-21 16:15:58,1
627414b935ba5506bee347d2,3,,weekly_survey,2022-11-21 16:11:16,1
60c20abfdccab926283d8f7f,3,,weekly_survey,2022-11-21 15:00:09,1
5c37223ebef9a20001e38dad,3,,weekly_survey,2022-11-21 14:54:07,1
5ed68c770e41400dd0056c55,3,,weekly_survey,2022-11-21 14:24:52,1
5c4b987538878c0001c7883b,3,,weekly_survey,2022-11-21 14:01:08,1
601732b73bdebe96ac49d4eb,3,,weekly_survey,2022-11-21 13:54:25,1
5f7e180204eed80b515a3569,3,,weekly_survey,2022-11-21 13:52:04,1
628f73adc5b81a118dfb1a06,3,,weekly_survey,2022-11-21 13:30:19,1
5efb98c3d5919f121a986486,3,,weekly_survey,2022-11-21 13:29:02,1
5b2accc228c8850001e7f85b,3,,weekly_survey,2022-11-21 12:59:18,1
5b6cd747a1fda800015ff9ba,3,,weekly_survey,2022-11-21 12:52:53,1
5caa61abcb4af3001640e877,3,,weekly_survey,2022-11-21 12:50:38,1
61011dd1dccad8267930b9bd,3,,weekly_survey,2022-11-21 12:49:24,1
5d651053afb8f700198459d4,3,,weekly_survey,2022-11-21 12:40:47,1
60ddcc052137212419247c3c,3,,weekly_survey,2022-11-21 12:26:08,1
611cf78346c5e728a66f1ebe,3,,weekly_survey,2022-11-21 12:15:45,1
617097e90d0505595ce66612,3,,weekly_survey,2022-11-21 12:13:16,1
62ebd08bd6729790ced8587f,3,,weekly_survey,2022-11-21 12:09:09,1
5c17c149f596b100011ca8b8,3,,weekly_survey,2022-11-21 12:04:04,1
5cf510ccb0bafb00161ffd56,3,,weekly_survey,2022-11-21 11:56:57,1
5bbbcd283895e3000163213f,3,,weekly_survey,2022-11-21 11:52:51,1
5f28431d82be890d2f58a32d,3,,weekly_survey,2022-11-21 11:50:32,1
5e41630f6391e10286e2bddf,3,,weekly_survey,2022-11-21 11:45:46,1
62a71ce6a09aa213bd5c3de9,3,,weekly_survey,2022-11-21 11:41:40,1
5dbb0562b1df1b110ead5bba,3,,weekly_survey,2022-11-21 11:40:49,1
634d73a0b235813241e9532a,3,,weekly_survey,2022-11-21 11:39:56,1
5d9261e776e8dd00195f28f2,3,,weekly_survey,2022-11-21 11:37:48,1
62ce97db1fa788670dea28c2,3,,weekly_survey,2022-11-21 11:37:35,1
61474f07f4cfbc50cb3b2f1e,4,,weekly_survey,2022-12-03 14:34:54,1
61031d599d3fc41f00e7e6c0,4,,weekly_survey,2022-11-30 18:57:19,1
60927707758ca118d00ac04b,4,,weekly_survey,2022-11-30 13:36:13,1
612cb8ab5ad60fc4504e073f,4,,weekly_survey,2022-11-30 10:26:37,1
62d13eb8bb0d45e1ad36d312,4,,weekly_survey,2022-11-30 09:09:07,1
603d04228f5578000ba2c7b5,4,,weekly_survey,2022-11-29 14:10:34,1
 60ec9212ee17ee6d4945f7de,4,,weekly_survey,2022-11-29 14:10:25,1
6078649b9de64f21e3fee45d,4,,weekly_survey,2022-11-29 13:50:46,1
5c52f9bce66e510001ee16c2,4,,weekly_survey,2022-11-29 11:51:28,1
634800fdb2e94793820316a0,4,,weekly_survey,2022-11-29 11:00:01,1
5dc93b9a575da16530499583,4,,weekly_survey,2022-11-29 10:07:36,1
5d2df58a481c4b001d16250d,4,,weekly_survey,2022-11-29 01:33:07,1
5d3d9749607ede001a0712df,4,,weekly_survey,2022-11-28 23:29:08,1
5f0f2ff0762218000970c967,4,,weekly_survey,2022-11-28 22:38:48,1
5e9c5460d2c58515ec1702be,4,,weekly_survey,2022-11-28 22:14:29,1
5fc93d0e16b69439e106238e,4,,weekly_survey,2022-11-28 22:09:50,1
5d2fc33c3af1410018f872ae,4,,weekly_survey,2022-11-28 21:36:00,1
5f34625f68dec936969152b0,4,,weekly_survey,2022-11-28 21:20:36,1
5bb0cc738f3bd70001e513e3,4,,weekly_survey,2022-11-28 19:47:11,1
611ffc2ea28e21fa33671d4c,4,,weekly_survey,2022-11-28 19:37:20,1
5da179412996110016d853d5,4,,weekly_survey,2022-11-28 19:08:44,1
5fb13129b04a8557d629bb16,4,,weekly_survey,2022-11-28 18:46:02,1
5e19d095c5d2902507755956,4,,weekly_survey,2022-11-28 18:25:57,1
60edb4bc87206e9977d8d57e,4,,weekly_survey,2022-11-28 18:15:18,1
6307cc2da13d39254c1f139c,4,,weekly_survey,2022-11-28 18:12:28,1
5eff6065cc8d32014292657f,4,,weekly_survey,2022-11-28 17:54:08,1
5e1781093582cc082a68723c,4,,weekly_survey,2022-11-28 17:46:23,1
6149b27bd1d1f40ed535c2b4,4,,weekly_survey,2022-11-28 17:28:31,1
629f9d0e292a1846040223b7,4,,weekly_survey,2022-11-28 16:45:29,1
5a6107bb31b87a0001c6c49b,4,,weekly_survey,2022-11-28 16:41:18,1
5995889da2bbe000018833d9,4,,weekly_survey,2022-11-28 16:23:18,1
5e291f8145cbca0ecbadd6a3,4,,weekly_survey,2022-11-28 16:05:01,1
5ce7f7ae2aa9590016af2ba7,4,,weekly_survey,2022-11-28 16:02:33,1
6014c1b18c19b3524a3ef183,4,,weekly_survey,2022-11-28 15:49:32,1
5689916dd3d6a7000aa1cbf0,4,,weekly_survey,2022-11-28 15:28:53,1
5d575f44182f9f001900a380,4,,weekly_survey,2022-11-28 15:28:34,1
5cad1eef8ed53d00180d2532,4,,weekly_survey,2022-11-28 15:26:11,1
5efc4bfd3ba857044cac4787,4,,weekly_survey,2022-11-28 14:55:13,1
61321dc71434c8765dd3bf1c,4,,weekly_survey,2022-11-28 14:42:31,1
62fb79a36ba83fbcd9b713c6,4,,weekly_survey,2022-11-28 14:33:10,1
5891dd715c15e00001583fbc,4,,weekly_survey,2022-11-28 14:30:25,1
62a1d78571f418b5e6fc26fb,4,,weekly_survey,2022-11-28 14:29:08,1
5e204990b062543612e9a254,4,,weekly_survey,2022-11-28 14:28:16,1
5f00396a739ed5000c224c26,4,,weekly_survey,2022-11-28 14:26:13,1
5dccf99db9d9049777368b3b,4,,weekly_survey,2022-11-28 14:25:14,1
5f50e3d60305bb088998b766,4,,weekly_survey,2022-11-28 14:24:08,1
60dfa262b225a8e45b6d4421,4,,weekly_survey,2022-12-04 01:42:38,1
61011dd1dccad8267930b9bd,4,,weekly_survey,2022-12-02 09:45:38,1
60da18693053b2c1d420085f,4,,weekly_survey,2022-11-30 19:03:06,1
 5cc36fcedc68980014f27704,4,,weekly_survey,2022-11-30 15:03:16,1
5f28431d82be890d2f58a32d,4,,weekly_survey,2022-11-30 14:55:14,1
628f73adc5b81a118dfb1a06,4,,weekly_survey,2022-11-30 13:47:19,1
 5c37223ebef9a20001e38dad,4,,weekly_survey,2022-11-30 10:52:20,1
5c17c149f596b100011ca8b8,4,,weekly_survey,2022-11-29 23:07:17,1
5f3e788210bda10837e37fca,4,,weekly_survey,2022-11-29 22:09:54,1
615f352d323edd8ef58fedbd,4,,weekly_survey,2022-11-29 18:54:13,1
5d651053afb8f700198459d4,4,,weekly_survey,2022-11-29 17:57:44,1
5e1cf0eb65b6d3071f489de9,4,,weekly_survey,2022-11-29 11:45:30,1
611cf78346c5e728a66f1ebe,4,,weekly_survey,2022-11-29 08:47:38,1
5baa81380d7ad600017a85de,4,,weekly_survey,2022-11-29 07:08:09,1
5b7f17a7338a93000155a36d,4,,weekly_survey,2022-11-29 00:59:44,1
601732b73bdebe96ac49d4eb,4,,weekly_survey,2022-11-28 22:30:28,1
58ebfc286d5fe6000166b9ff,4,,weekly_survey,2022-11-28 22:17:58,1
5f81cf89624ff22aadd9c9a7,4,,weekly_survey,2022-11-28 22:13:06,1
627414b935ba5506bee347d2,4,,weekly_survey,2022-11-28 21:34:42,1
57fbd79de7e73400019ca256,4,,weekly_survey,2022-11-28 21:34:17,1
5f7e180204eed80b515a3569,4,,weekly_survey,2022-11-28 21:16:43,1
62796c419a79d1923fd947e2,4,,weekly_survey,2022-11-28 20:19:27,1
5b6cd747a1fda800015ff9ba,4,,weekly_survey,2022-11-28 19:33:26,1
611cecb5dbc0658aad64bf2d,4,,weekly_survey,2022-11-28 19:31:36,1
5b2accc228c8850001e7f85b,4,,weekly_survey,2022-11-28 19:13:06,1
617097e90d0505595ce66612,4,,weekly_survey,2022-11-28 18:21:17,1
